"author","deterministic_author","fuzzy_author","fuzzy_author_score","distilbert_author","distilbert_author_score"
"Craig, Thomas, Sir, 1538-1608.","","","0.0","{'authorized_name': 'cranston, david', 'author_id': 'A4073'}","0.5822351574897766"
"Albani, Giovanni Girolamo, Cardinal, 1504-1591","","","0.0","{'authorized_name': 'bartolomeo, fra, 1472-1517', 'author_id': 'A2962'}","0.7900126576423645"
"Sarmiento de Mendoza, Francisco, bp., 1525-1595","","","0.0","{'authorized_name': 'hurtado de mendoza, pedro, 1578-1651', 'author_id': 'A3364'}","0.6650142669677734"
"Castro, Alfonso de, 1494 or 1495-1558.","","","0.0","{'authorized_name': 'hugh, de novo castro, active 1320', 'author_id': 'A3856'}","0.9181110262870789"
"Postel, Guillaume, 1510-1581.","{'authorized_name': 'postel, guillaume, 1510-1581', 'author_id': 'A4342'}","{'authorized_name': 'postel, guillaume, 1510-1581', 'author_id': 'A4342'}","1.0","{'authorized_name': 'postel, guillaume, 1510-1581', 'author_id': 'A4342'}","0.9999896287918091"
"Glanville, Ranulf de, 1130-1190","","","0.0","{'authorized_name': 'robert, of melun, bishop of hereford', 'author_id': 'A4956'}","0.1199444830417633"
"Hahn, Heinrich, 1605-1668.","","","0.0","{'authorized_name': 'hahn, wiktor, 1871-1959', 'author_id': 'A5658'}","0.9952194094657898"
"Spencer, John, 1630-1693","","","0.0","{'authorized_name': 'davies, john, 1679-1732', 'author_id': 'A6045'}","0.509533703327179"
"Robles Salzedo, Blas","","","0.0","{'authorized_name': 'platina, 1421-1481', 'author_id': 'A3806'}","0.38605156540870667"
"Voet, Paul, 1619-1667","","","0.0","{'authorized_name': 'vopiscus, flavius', 'author_id': 'A2990'}","0.21036092936992645"
"Rinaldi, Giovanni Domenico, 1628-1713.","","","0.0","{'authorized_name': 'cavalchini, rinaldo', 'author_id': 'A3027'}","0.9908214211463928"
"Schmier, Franz, 1680-1728","","","0.0","{'authorized_name': 'blass, friedrich, 1843-1907', 'author_id': 'A3545'}","0.2950621247291565"
"Moravia (Margravate). Zemský soud","","","0.0","{'authorized_name': 'jerome, of moravia, active 1272-1304', 'author_id': 'A3814'}","0.99991774559021"
"Ferretti, Giulio, 1480-1547","","","0.0","{'authorized_name': 'ferretus vicentinus 1295-1337', 'author_id': 'A5734'}","0.9860379099845886"
"Gentili, Alberico, 1552-1608.","","","0.0","{'authorized_name': 'gentili, scipione, 1563-1616', 'author_id': 'A3130'}","0.9993979930877686"
"Grotius, Hugo, 1583-1645.","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","1.0","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","0.9999744892120361"
"Grotius, Hugo, 1583-1645.","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","1.0","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","0.9999744892120361"
"Grotius, Hugo, 1583-1645.","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","1.0","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","0.9999744892120361"
"Placentinus, Petrus, -1192.","","","0.0","{'authorized_name': 'peter lombard, bishop of paris', 'author_id': 'A4994'}","0.820293128490448"
"Bodin, Jean, 1530-1596.","{'authorized_name': 'bodin, jean, 1530-1596', 'author_id': 'A4074'}","{'authorized_name': 'bodin, jean, 1530-1596', 'author_id': 'A4074'}","1.0","{'authorized_name': 'bodin, jean, 1530-1596', 'author_id': 'A4074'}","0.9999946355819702"
"Boeckelmann, Johan Frederik, 1632-1681","","","0.0","{'authorized_name': 'bodecher benningh, johan, 1606-1642', 'author_id': 'A4053'}","0.6374101042747498"
"Matthaeus, Antonius, 1601-1654","","","0.0","{'authorized_name': 'matthew, of vendôme', 'author_id': 'A5131'}","0.4127291142940521"
"Bede, the Venerable, Saint, 673-735.","{'authorized_name': 'bede, the venerable, saint', 'author_id': 'A5363'}","{'authorized_name': 'bede, the venerable, saint', 'author_id': 'A5363'}","1.0","{'authorized_name': 'bede, the venerable, saint', 'author_id': 'A5363'}","0.9999927282333374"
"Catholic Church. Rota Romana","","","0.0","{'authorized_name': 'rota, berardino, 1508-1575', 'author_id': 'A2968'}","0.976152241230011"
"Leotardo, Onorato, fl. 1650","","","0.0","{'authorized_name': 'leo, archipresbyter, active 10th century', 'author_id': 'A4700'}","0.2522197365760803"
"Genua, Nicolaus, d. 1615","","","0.0","{'authorized_name': 'gennadius, of marseilles', 'author_id': 'A5220'}","0.37209051847457886"
"Sorge, Giuseppe, 1691-1763.","","","0.0","{'authorized_name': 'peano, giuseppe, 1858-1932', 'author_id': 'A4154'}","0.7281233072280884"
"Yáñez Parladorio, Juan","","","0.0","{'authorized_name': 'papinian, -212', 'author_id': 'A2927'}","0.09934335201978683"
"Sicily (Italy)","","","0.0","{'authorized_name': 'sylvester i, pope', 'author_id': 'A4787'}","0.22581422328948975"
"Cabedo, Jorge de, 1525-1604","","","0.0","{'authorized_name': 'bede, the venerable, saint', 'author_id': 'A5363'}","0.24182601273059845"
"Cottereau, Claude, 1499-1550.","","","0.0","{'authorized_name': 'bourchenin, pierre daniel, 1853-1933', 'author_id': 'A5652'}","0.5148947238922119"
"Ancarano, Pietro Giovanni d', fl. 1580","","","0.0","{'authorized_name': 'antonino, of piacenza, saint', 'author_id': 'A5472'}","0.8369532227516174"
"Ubaldi, Baldo degli, 1327?-1400","{'authorized_name': 'ubaldi, baldo degli, 1327?-1400', 'author_id': 'A4384'}","{'authorized_name': 'ubaldi, baldo degli, 1327?-1400', 'author_id': 'A4384'}","1.0","{'authorized_name': 'ubaldi, baldo degli, 1327?-1400', 'author_id': 'A4384'}","0.9999926090240479"
"Porcio, Cristoforo, -1442.","","","0.0","{'authorized_name': 'columbus, christopher', 'author_id': 'A4744'}","0.23728974163532257"
"Schneidewein, Johannes, 1519-1568.","","","0.0","{'authorized_name': 'schneidewin, friedrich wilhelm, 1810-1856', 'author_id': 'A3449'}","0.9989724159240723"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Suyūṭī, 1445-1505.","","","0.0","{'authorized_name': 'rāzī, abū bakr muḥammad ibn zakarīyā, 865?-925?', 'author_id': 'A5671'}","0.6318744421005249"
"Drachmann, A. B. 1860-1935.","","","0.0","{'authorized_name': 'stewechius, godescalcus, 1551-1586', 'author_id': 'A5943'}","0.17138853669166565"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Wageningen, Jacob van.","","","0.0","{'authorized_name': 'wagener, auguste, 1829-1896', 'author_id': 'A6114'}","0.47486037015914917"
"Cicero, Marcus Tullius.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Augustine, of Hippo, Saint, 354-430.","{'authorized_name': 'augustine, of hippo, saint, 354-430', 'author_id': 'A5497'}","{'authorized_name': 'augustine, of hippo, saint, 354-430', 'author_id': 'A5497'}","1.0","{'authorized_name': 'augustine, of hippo, saint, 354-430', 'author_id': 'A5497'}","0.9999635219573975"
"Drewniok, Paulus, 1888-","","","0.0","{'authorized_name': 'gaius drusus', 'author_id': 'A3045'}","0.2397649884223938"
"Lucan, 39-65.","{'authorized_name': 'lucan', 'author_id': 'A5075'}","{'authorized_name': 'lucan', 'author_id': 'A5075'}","1.0","{'authorized_name': 'lucan', 'author_id': 'A5075'}","0.9999825954437256"
"Thomas, Aquinas, Saint, 1225?-1274.","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","1.0","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","0.9999904632568359"
"Priscian, active approximately 500-530.","{'authorized_name': 'priscian, active approximately 500-530', 'author_id': 'A4498'}","{'authorized_name': 'priscian, active approximately 500-530', 'author_id': 'A4498'}","1.0","{'authorized_name': 'priscian, active approximately 500-530', 'author_id': 'A4498'}","0.9999728202819824"
"Propertius, Sextus.","","","0.0","{'authorized_name': 'propertius, sextus', 'author_id': 'A4889'}","0.9996812343597412"
"Persius","{'authorized_name': 'persius', 'author_id': 'A4892'}","{'authorized_name': 'persius', 'author_id': 'A4892'}","1.0","{'authorized_name': 'persius', 'author_id': 'A4892'}","0.9999909400939941"
"Scaligero, Giulio Cesare, 1484-1558.","{'authorized_name': 'scaligero, giulio cesare', 'author_id': 'A3719'}","{'authorized_name': 'scaligero, giulio cesare', 'author_id': 'A3719'}","1.0","{'authorized_name': 'scaligero, giulio cesare', 'author_id': 'A3719'}","0.9999834299087524"
"Varro, Marcus Terentius.","","{'authorized_name': 'varro, marcus terentius', 'author_id': 'A4504'}","1.0","{'authorized_name': 'varro, marcus terentius', 'author_id': 'A4504'}","0.9999778270721436"
"Pontano, Giovanni Gioviano, 1429-1503.","","{'authorized_name': 'pontano, giovanni gioviano', 'author_id': 'A4758'}","0.9565217391304348","{'authorized_name': 'pontano, giovanni gioviano', 'author_id': 'A4758'}","0.9999659061431885"
"Lucan, 39-65.","{'authorized_name': 'lucan', 'author_id': 'A5075'}","{'authorized_name': 'lucan', 'author_id': 'A5075'}","1.0","{'authorized_name': 'lucan', 'author_id': 'A5075'}","0.9999825954437256"
"Hartmann, Rudolf, 1888-","","","0.0","{'authorized_name': 'schöll, rudolf, 1844-1893', 'author_id': 'A5974'}","0.7588207125663757"
"Great Britain. King's wardrobe.","","","0.0","{'authorized_name': 'felix ii, antipope', 'author_id': 'A5509'}","0.17147792875766754"
"Bacon, Roger, 1214?-1294.","{'authorized_name': 'bacon, roger, 1214?-1294', 'author_id': 'A4387'}","{'authorized_name': 'bacon, roger, 1214?-1294', 'author_id': 'A4387'}","1.0","{'authorized_name': 'bacon, roger, 1214?-1294', 'author_id': 'A4387'}","0.9999909400939941"
"Apuleius.","","","0.0","{'authorized_name': 'apuleius', 'author_id': 'A5463'}","0.9999918937683105"
"Ovid, 43 B.C.-17 A.D. or 18 A.D.","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","1.0","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999899864196777"
"Horace.","{'authorized_name': 'horace', 'author_id': 'A4876'}","{'authorized_name': 'horace', 'author_id': 'A4876'}","1.0","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Virgil.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Virgil.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Ovid, 43 B.C.-17 A.D. or 18 A.D.","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","1.0","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999899864196777"
"Bonaventure, Saint, Cardinal, approximately 1217-1274.","{'authorized_name': 'bonaventure, saint, cardinal, approximately 1217-1274', 'author_id': 'A4379'}","{'authorized_name': 'bonaventure, saint, cardinal, approximately 1217-1274', 'author_id': 'A4379'}","1.0","{'authorized_name': 'bonaventure, saint, cardinal, approximately 1217-1274', 'author_id': 'A4379'}","0.9999973773956299"
"Prudentius, 348-","{'authorized_name': 'prudentius, 348-', 'author_id': 'A4609'}","{'authorized_name': 'prudentius, 348-', 'author_id': 'A4609'}","1.0","{'authorized_name': 'prudentius, 348-', 'author_id': 'A4609'}","0.999977707862854"
"Virgil.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Petronius Arbiter.","{'authorized_name': 'petronius arbiter', 'author_id': 'A4886'}","{'authorized_name': 'petronius arbiter', 'author_id': 'A4886'}","1.0","{'authorized_name': 'petronius arbiter', 'author_id': 'A4886'}","0.9999982118606567"
"Ovid, 43 B.C.-17 A.D. or 18 A.D.","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","1.0","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999899864196777"
"Ovid, 43 B.C.-17 A.D. or 18 A.D.","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","1.0","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999899864196777"
"Horace.","{'authorized_name': 'horace', 'author_id': 'A4876'}","{'authorized_name': 'horace', 'author_id': 'A4876'}","1.0","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Caesar, Julius","","{'authorized_name': 'caesar, julius', 'author_id': 'A4644'}","1.0","{'authorized_name': 'caesar, julius', 'author_id': 'A4644'}","0.9999862909317017"
"Duns Scotus, John, approximately 1266-1308.","{'authorized_name': 'duns scotus, john, approximately 1266-1308', 'author_id': 'A5593'}","{'authorized_name': 'duns scotus, john, approximately 1266-1308', 'author_id': 'A5593'}","1.0","{'authorized_name': 'duns scotus, john, approximately 1266-1308', 'author_id': 'A5593'}","0.9999970197677612"
"Sallust, 86 B.C.-34 B.C.","{'authorized_name': 'sallust', 'author_id': 'A5543'}","{'authorized_name': 'sallust', 'author_id': 'A5543'}","1.0","{'authorized_name': 'sallust', 'author_id': 'A5543'}","0.9992644190788269"
"Forcellini, Egidio, 1688-1768.","{'authorized_name': 'forcellini, egidio, 1688-1768', 'author_id': 'A3333'}","{'authorized_name': 'forcellini, egidio, 1688-1768', 'author_id': 'A3333'}","1.0","{'authorized_name': 'forcellini, egidio, 1688-1768', 'author_id': 'A3333'}","0.9999890327453613"
"Propertius, Sextus.","","","0.0","{'authorized_name': 'propertius, sextus', 'author_id': 'A4889'}","0.9996812343597412"
"Tibullus.","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","1.0","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","0.9999387264251709"
"Basinio, da Parma, 1425-1457.","{'authorized_name': 'basinio, da parma, 1425-1457', 'author_id': 'A4146'}","{'authorized_name': 'basinio, da parma, 1425-1457', 'author_id': 'A4146'}","1.0","{'authorized_name': 'basinio, da parma, 1425-1457', 'author_id': 'A4146'}","0.9999923706054688"
"Augustine, of Hippo, Saint, 354-430.","{'authorized_name': 'augustine, of hippo, saint, 354-430', 'author_id': 'A5497'}","{'authorized_name': 'augustine, of hippo, saint, 354-430', 'author_id': 'A5497'}","1.0","{'authorized_name': 'augustine, of hippo, saint, 354-430', 'author_id': 'A5497'}","0.9999635219573975"
"Prudentius, 348-","{'authorized_name': 'prudentius, 348-', 'author_id': 'A4609'}","{'authorized_name': 'prudentius, 348-', 'author_id': 'A4609'}","1.0","{'authorized_name': 'prudentius, 348-', 'author_id': 'A4609'}","0.999977707862854"
"Faber, Gregorius, fl. 1552.","","","0.0","{'authorized_name': 'faber, ulrich rhaetus', 'author_id': 'A4245'}","0.9711308479309082"
"Heyden, Sebald, -1561.","","","0.0","{'authorized_name': 'heytesbury, william, active 1340', 'author_id': 'A4296'}","0.6257511973381042"
"Justinus, Marcus Junianus.","","{'authorized_name': 'justinus, marcus junianus', 'author_id': 'A5179'}","0.9166666666666665","{'authorized_name': 'justinus, marcus junianus', 'author_id': 'A5179'}","0.9999898672103882"
"Laciantius, Lucius Caecilius Firmianus.","","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","0.972972972972973","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","0.9998477697372437"
"Apuleius.","","","0.0","{'authorized_name': 'apuleius', 'author_id': 'A5463'}","0.9999918937683105"
"Catullus, Gaius Valerius","","{'authorized_name': 'catullus, gaius valerius', 'author_id': 'A5237'}","0.9565217391304348","{'authorized_name': 'catullus, gaius valerius', 'author_id': 'A5237'}","0.9999933242797852"
"Ennodius, Magnus Felix, Saint, 474-521.","{'authorized_name': 'ennodius, magnus felix, saint', 'author_id': 'A5313'}","{'authorized_name': 'ennodius, magnus felix, saint', 'author_id': 'A5313'}","1.0","{'authorized_name': 'ennodius, magnus felix, saint', 'author_id': 'A5313'}","0.9999920129776001"
"Agricola, Rodolphus, 1443?-1485.","{'authorized_name': 'agricola, rodolphus, 1443?-1485', 'author_id': 'A4109'}","{'authorized_name': 'agricola, rodolphus, 1443?-1485', 'author_id': 'A4109'}","1.0","{'authorized_name': 'agricola, rodolphus, 1443?-1485', 'author_id': 'A4109'}","0.9999527931213379"
"John, of Salisbury, Bishop of Chartres, -1180.","","{'authorized_name': 'john, of salisbury, bishop of chartres', 'author_id': 'A5185'}","0.9350649350649349","{'authorized_name': 'john, of salisbury, bishop of chartres', 'author_id': 'A5185'}","0.9999935626983643"
"Horace.","{'authorized_name': 'horace', 'author_id': 'A4876'}","{'authorized_name': 'horace', 'author_id': 'A4876'}","1.0","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Enk, P. J. 1885-1963.","","","0.0","{'authorized_name': 'enk, petrus joannes, 1885-', 'author_id': 'A6147'}","0.9999898672103882"
"Cicero, Marcus Tullius.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Lucretius Carus, Titus.","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","1.0","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","0.9999898672103882"
"Lucretius Carus, Titus.","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","1.0","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","0.9999898672103882"
